Average time : 740,0.5 , 0.197710990906
750,0.5 , 0.196821928024,0
750,0.5 , 0.403039932251,0
750,0.5 , 0.600147008896,0
Average time : 750,0.5 , 0.200049002965
760,0.5 , 0.203942060471,0
760,0.5 , 0.414506912231,0
760,0.5 , 0.619127988815,0
Average time : 760,0.5 , 0.206375996272
770,0.5 , 0.213562965393,0
770,0.5 , 0.430262804031,0
770,0.5 , 0.639901638031,0
Average time : 770,0.5 , 0.21330054601
780,0.5 , 0.220796823502,0
780,0.5 , 0.445301771164,0
780,0.5 , 0.670792818069,0
Average time : 780,0.5 , 0.223597606023
790,0.5 , 0.225175142288,0
790,0.5 , 0.447406053543,0
790,0.5 , 0.670652151108,0
Average time : 790,0.5 , 0.223550717036
800,0.5 , 0.238412857056,0
800,0.5 , 0.465438842773,0
800,0.5 , 0.693928003311,0
Average time : 800,0.5 , 0.231309334437
810,0.5 , 0.236927986145,0
810,0.5 , 0.475451946259,0
810,0.5 , 0.710284948349,0
Average time : 810,0.5 , 0.23676164945
820,0.5 , 0.240271091461,0
820,0.5 , 0.478210926056,0
820,0.5 , 0.725151062012,0
Average time : 820,0.5 , 0.241717020671
830,0.5 , 0.24821805954,0
830,0.5 , 0.494719982147,0
830,0.5 , 0.739877939224,0
Average time : 830,0.5 , 0.246625979741
840,0.5 , 0.25630903244,0
840,0.5 , 0.51259803772,0
840,0.5 , 0.762729167938,0
Average time : 840,0.5 , 0.254243055979
850,0.5 , 0.260076999664,0
850,0.5 , 0.528748989105,0
850,0.5 , 0.806663036346,0
Average time : 850,0.5 , 0.268887678782
860,0.5 , 0.284617185593,0
860,0.5 , 0.556621313095,0
860,0.5 , 0.844563245773,0
Average time : 860,0.5 , 0.281521081924
870,0.5 , 0.284866094589,0
870,0.5 , 0.566587924957,0
870,0.5 , 0.843233823776,0
Average time : 870,0.5 , 0.281077941259
880,0.5 , 0.280810117722,0
880,0.5 , 0.556980133057,0
880,0.5 , 0.835759162903,0
Average time : 880,0.5 , 0.278586387634
890,0.5 , 0.290214061737,0
890,0.5 , 0.579231977463,0
890,0.5 , 0.867285966873,0
Average time : 890,0.5 , 0.289095322291
900,0.5 , 0.293833017349,0
900,0.5 , 0.590366840363,0
900,0.5 , 0.885660886765,0
Average time : 900,0.5 , 0.295220295588
910,0.5 , 0.302371025085,0
910,0.5 , 0.604597091675,0
910,0.5 , 0.906321048737,0
Average time : 910,0.5 , 0.302107016246
920,0.5 , 0.306258201599,0
920,0.5 , 0.614500284195,0
920,0.5 , 0.926497220993,0
Average time : 920,0.5 , 0.308832406998
930,0.5 , 0.334984064102,0
930,0.5 , 0.672165870667,0
930,0.5 , 0.988177776337,0
Average time : 930,0.5 , 0.329392592112
940,0.5 , 0.337607145309,0
940,0.5 , 0.66569519043,0
940,0.5 , 0.990190267563,0
Average time : 940,0.5 , 0.330063422521
950,0.5 , 0.33035492897,0
950,0.5 , 0.662852048874,0
950,0.5 , 0.991009235382,0
Average time : 950,0.5 , 0.330336411794
960,0.5 , 0.336219072342,0
960,0.5 , 0.678199052811,0
960,0.5 , 1.03228497505,0
Average time : 960,0.5 , 0.344094991684
970,0.5 , 0.336880922318,0
970,0.5 , 0.697729825974,0
970,0.5 , 1.04978084564,0
Average time : 970,0.5 , 0.349926948547
980,0.5 , 0.350151777267,0
980,0.5 , 0.730818748474,0
980,0.5 , 1.09163784981,0
Average time : 980,0.5 , 0.363879283269
990,0.5 , 0.384546041489,0
990,0.5 , 0.753685235977,0
990,0.5 , 1.15449333191,0
Average time : 990,0.5 , 0.384831110636
1000,0.5 , 0.470402956009,0
1000,0.5 , 0.87869811058,0
1000,0.5 , 1.28749012947,0
Average time : 1000,0.5 , 0.42916337649
1010,0.5 , 0.42147397995,0
1010,0.5 , 0.836884021759,0
1010,0.5 , 1.2505171299,0
Average time : 1010,0.5 , 0.416839043299
1020,0.5 , 0.458578824997,0
1020,0.5 , 0.878673791885,0
1020,0.5 , 1.28383088112,0
Average time : 1020,0.5 , 0.42794362704
1030,0.5 , 0.41622209549,0
1030,0.5 , 0.83012008667,0
1030,0.5 , 1.24522995949,0
Average time : 1030,0.5 , 0.415076653163
1040,0.5 , 0.427634000778,0
1040,0.5 , 0.86347079277,0
1040,0.5 , 1.29612278938,0
Average time : 1040,0.5 , 0.432040929794
1050,0.5 , 0.429816007614,0
1050,0.5 , 0.855674028397,0
1050,0.5 , 1.2833750248,0
Average time : 1050,0.5 , 0.427791674932
1060,0.5 , 0.429939985275,0
1060,0.5 , 0.866446018219,0
1060,0.5 , 1.30284309387,0
Average time : 1060,0.5 , 0.434281031291
1070,0.5 , 0.47199010849,0
1070,0.5 , 0.912182092667,0
1070,0.5 , 1.35474205017,0
Average time : 1070,0.5 , 0.45158068339
1080,0.5 , 0.460901975632,0
1080,0.5 , 0.911813020706,0
1080,0.5 , 1.37220406532,0
Average time : 1080,0.5 , 0.457401355108
1090,0.5 , 0.462764024734,0
1090,0.5 , 0.936460971832,0
1090,0.5 , 1.39865684509,0
Average time : 1090,0.5 , 0.466218948364
1100,0.5 , 0.481657028198,0
1100,0.5 , 0.958412885666,0
1100,0.5 , 1.46604371071,0
